4.639812588421924374e+03 1.372686194546608476e+03
4.843421463085073810e+03 1.689504270975408417e+03
1.307239635074307444e+03 1.295619267148906317e+01
1.900046911405502669e+03 1.364293983976859181e+03
6.867643586447488815e+02 1.662359778375301630e+03
2.535376835307915258e+02 2.430335306564834639e+02
1.704418348187681147e+02 1.412497517419856194e+03
1.304461134526454543e+03 1.253251349754873218e+03
1.797930817571295393e+03 9.023192877400387779e-01
3.546571421531006763e+03 7.581472131012686759e+02
4.284111664852947797e+03 5.305652264091984307e+02
4.611902477334233481e+03 1.599337456088122053e+03
2.808048407992830562e+02 7.018835842329217485e+02
2.480560807521637230e+02 1.355107702745535335e+03
2.391195191522489495e+03 1.716832588833805858e+03
1.785860858266839386e+03 1.730403304605084259e+03
2.259325222792509066e+03 1.998757269469510902e+02
1.392344837393688692e+02 7.825658692742345011e+02
3.807931107673430688e+03 1.702584032837080031e+03
3.964735044718840527e+03 8.847007652575969132e+02
2.758994419058740846e+02 1.026699575567625516e+03
4.902630628279630400e+03 1.956851395650474615e+03
3.856750799848536644e+03 1.766561053576939003e+03
3.581945729488008965e+03 6.090623775554486201e+02
7.118573815511069824e+02 1.116004337326446148e+03
1.903024164544038285e+03 8.779870194853625662e+02
4.536150402433990166e+03 7.590302890214306331e+01
4.690361353003117983e+03 1.637430053038549431e+03
4.970522292467579064e+03 5.974706638892535437e+01
1.909173170011353022e+02 1.293353177821909640e+03
1.289085509680688801e+03 1.855348215024672072e+03
4.955411434751202250e+03 3.432096207832440200e+02
1.294144237969521328e+03 1.295826361311410437e+03
3.927197716271068202e+03 1.584051444476340521e+03
4.811838974367627998e+03 1.427134799341304188e+03
4.961290111268554028e+03 1.917251893364587431e+03
1.432532131444076413e+03 1.145967947887186938e+03
3.961816688177174001e+03 5.395431715979415230e+02
2.084633348240215128e+03 1.590343114695943541e+03
4.898546558595342049e+02 1.106575853709102830e+03
3.948656732998236748e+03 6.834624754656373398e+02
4.997489813020885776e+03 2.750013293066574533e+02
1.079473306150667668e+03 1.586217172772906679e+03
3.983956882514030440e+03 8.385772627888557054e+02
1.532430668111688419e+03 3.988316244595266085e+02
2.653530526685822679e+03 1.874895868242078450e+03
4.114606415513581851e+03 9.562315686317136851e+02
4.581330331446645687e+03 1.986295917824078060e+03
3.676935549114696187e+03 1.329117026201724002e+03
1.041852998859161289e+03 1.434712096670711844e+03
3.673131210012822976e+03 1.069827922001165462e+03
3.651554362077603855e+03 1.895956653844056063e+03
3.963124434413828681e+02 5.646316650153758019e+02
1.110841012379605900e+03 1.318976038926984529e+03
1.789588477382254723e+03 2.904170230325254920e+02
2.481568247183202857e+03 3.231621844667408254e+02
1.752669175309921911e+03 5.647221554854593251e+02
3.926080801934987903e+03 4.156313088902761592e+02
4.807392725575267832e+03 1.185183644492703024e+03
7.200697990492994904e+02 5.061164865784831477e+02
9.210306114385198271e+02 1.091664809660648416e+03
7.167836624810020112e+02 1.338393636871123817e+03
4.041927419063174966e+03 5.689430386893760669e+02
3.752300730880026094e+03 5.440396385533123293e+02
4.959036542169533277e+03 1.945084265252306068e+03
2.832965234655335735e+03 2.494602699884896424e+02
2.854618820537297665e+02 1.048508902097525834e+03
3.505549323235383781e+03 1.888364696113675109e+03
9.175895424670080729e+02 7.554592426830258489e+01
2.311697521230884377e+03 1.804958391554409900e+03
2.828470947210289069e+03 3.898792415582782382e+02
3.248877707129474857e+03 1.714296950027570347e+03
1.705379856445958012e+03 6.114289662271469297e+02
2.627531636843500564e+03 3.728547749036570735e+02
3.836375626573987120e+03 6.527235703777239451e+02
1.966855722776783750e+03 7.851173836800754771e+02
1.450995261379835028e+03 1.383988378545639989e+03
4.337599530841229353e+03 1.831921169131336455e+03
1.499503547560627112e+03 1.019438535889468767e+03
3.076213562966642712e+03 1.806259481616938729e+03
2.626048109242038208e+03 2.474171680274848768e+02
3.635122273305993303e+02 5.570682467000990528e+02
3.486749008508547831e+02 7.080555097097582120e+02
3.895680726396089995e+03 6.514764820578104718e+02
8.457324341324040518e+01 1.036772371316998033e+03
1.625356785269053148e+02 1.221895374970386683e+03
3.648688295539440333e+03 7.254486570992779093e+01
4.813836406059367050e+02 4.014400855872067382e+02
9.914540065210940156e+02 1.337383786343064912e+03
2.625974903854407330e+03 1.841858836575057694e+03
6.744164737390872233e+02 1.254647814745808091e+03
3.861007690885182910e+03 1.825649647621196209e+03
3.645493049501864789e+03 9.657811670558246533e+02
1.127995863725136871e+02 5.283260672039810970e+02
1.940124003590144639e+03 1.803007144216944880e+03
2.508760754139723758e+03 1.255198123596419464e+03
1.499864725512878522e+03 1.748276005230367673e+03
3.821026828584380382e+03 1.667499843172267447e+03
3.213044698665563374e+03 1.710898438296408131e+03
3.714772411317320802e+03 9.802266985024562018e+02
3.634115954520675587e+03 5.541784988805385410e+02
1.101884005241085561e+03 1.169288916642948152e+03
3.557035430998510947e+03 7.876257880723899234e+02
3.833220989347512841e+03 9.036234388431930711e+02
4.438961327632963503e+02 4.681287257067201040e+02
4.901958346691461884e+03 1.969324175854922942e+03
3.821285368726371416e+03 5.634801268565657892e+02
3.905968655012839008e+03 1.678442362110254180e+03
4.968856393548468986e+03 1.810356535751414867e+03
1.243688428639471340e+03 1.315175691770478807e+03
5.229349852748299554e+02 1.171628005946732856e+03
4.923983503564439161e+03 2.699986254218672599e+01
2.754467430764550954e+03 4.797371162976294841e+02
4.995243094328826373e+03 1.872158240186175590e+03
3.783273833215851027e+03 8.796773305008000534e+02
4.759640009187593023e+03 7.032495111342814198e+02
1.171619304028997988e+02 8.310602284703502391e+02
4.590747297618729135e+03 1.729887689287259263e+03
2.018348839289097441e+03 1.515002496064926845e+03
4.675226374986410519e+03 3.975493025478065192e+02
1.980516514727317599e+03 1.837986557987357628e+03
1.695551870839042977e+03 1.015002146141067101e+03
1.377904928458113773e+03 4.012418038165237135e+02
6.733299540600399951e+02 9.399014358193130647e+01
1.681269019834294795e+03 2.353050584471678803e+02
1.703703707280532399e+03 1.931351048328193656e+03
4.701777305300543958e+03 1.826180693241266908e+03
1.347652240291173712e+03 7.421988934252874515e+02
4.467840303534570012e+03 7.258755162261413716e+02
2.897236958948899428e+03 1.086009026529232671e+02
4.724238702344119702e+03 3.392460596114252098e+02
4.520205525806737569e+03 1.603807457408882556e+03
2.557847016607476689e+03 1.006230366969068655e+02
3.960881536362970564e+03 1.890060250277057321e+03
3.772450412027072616e+03 5.654326918122959569e+02
1.634909493893052741e+03 9.800808566135228830e+02
8.824720166253656544e+02 1.179719847071801041e+03
4.789283277122838626e+03 1.106058271479777432e+03
4.058560819556058050e+03 1.205366284436755677e+03
4.320177452700252161e+02 6.437618078846219305e+02
3.876132866772225498e+03 8.332009046898359657e+02
1.538212759271159257e+03 1.875717488907901497e+03
3.592958461054231066e+03 1.355623482708264874e+03
1.258784278833116787e+03 6.440828615949228606e+02
4.816286795070954213e+03 3.801972141219738432e+02
1.181512072691713229e+03 1.063375648993558116e+03
8.076614673103040332e+02 1.194841196387656964e+03
2.421354415943184904e+03 1.938208261522587918e+03
2.469966186932247183e+03 2.429089002592966722e+02
1.842471024407453228e+02 7.273600976459501908e+02
1.733327943478291218e+03 1.584986170801539174e+03
1.221899888214685689e+03 1.653933073899850569e+03
7.855567633740716929e+02 1.472933577479511314e+03
1.721818920632995741e+03 1.747630565096647615e+03
3.904761255051177613e+03 1.939999029518280167e+03
3.941934621060985137e+03 7.113066523666840340e+02
2.155796231018967319e+03 4.564152277046376867e+02
4.831410983964752631e+03 1.928912255587330037e+03
1.293648360501084198e+03 7.743276548762862603e+02
2.602734635710143266e+03 1.058597140618478534e+03
4.550951988042855191e+03 1.834264454549000902e+03
4.590589370397588027e+03 1.424487595505186164e+02
1.540944645421845735e+03 8.437617513797597439e+02
3.498550109296312712e+03 1.594216764355038322e+03
1.089239639681494054e+03 2.001112109910214087e+02
1.225977707913678842e+03 1.180403091626833202e+03
3.841235733839968816e+03 1.632994293979320673e+03
4.194798204023969447e+03 5.567072774028257527e+02
2.354711053179027203e+03 1.628592980012866519e+03
4.556756600114312278e+03 1.967393473240504591e+03
3.692145348119232494e+03 2.295974131833988849e+02
1.629419191992262313e+03 4.552083926841268635e+02
2.897661983975051953e+03 1.263563952740551485e+03
3.977228513089859462e+03 7.201653230630724920e+02
1.321566985533934030e+03 1.940360679711780676e+03
3.837501352876694455e+03 6.236245517194563490e+02
1.261943356896709702e+03 1.996006971851096750e+03
4.607566038463669997e+02 6.594470264731345424e+02
4.977803898197817944e+03 1.997272274649464805e+02
2.958804925065146563e+03 3.750369157010324557e+02
4.362494814218018291e+03 6.241323972226239221e+02
3.826221123619010996e+03 7.972814249827515596e+02
1.771236166850953396e+03 1.651252108384043595e+03
4.795179347619387045e+03 1.210133277195627670e+03
3.759729024250165821e+03 1.403825086258996407e+03
4.845431502441866542e+03 1.829243151918100466e+03
4.218801921412716183e+03 7.073970486810891316e+02
3.865559213674664534e+03 1.545793345562646209e+03
4.712894198679788133e+03 4.141620687153587141e+02
